Text,Category,Gender,Comment React Number,Label
ভাই আপনি এই অডিও ক্লিপ দ্বারা যা বুঝাতে চাচ্ছেন সেটা আসলে এখানে প্রমানিত হয় না।মাইন্ড চেঞ্জ করেন উনাকে নিয়ে সমালোচনা করার মতো যোগ্যতা আপনার নেই।মাইন্ড চেঞ্জ করেন ভালো হন ভালো কাজ করেন।,Politician,Male,0,Sexual Aggression
কিসের বালের জাহেদ খান,Social,Male,0,Harassment
ছবিটা জোস,Actor,Female,0,Neutral
বাল দেখবাম তর মতো নাস্তিক এর আর কোন নাটক দেখবো না শালী খানকি,Actor,Female,0,Harassment
অন্যকে ছোট করতে যেয়ে নিজেই অপমানিত হয়ে গেল এটাই অহংকার এর প্রতিদান,Social,Male,0,Neutral
সকল নাস্তিক কুত্তাদের ফাঁশিতে ঝুলিয়ে মারার দরকার।,Social,Male,0,Hate Speech
জয় বাংলা জিতবে এবার নৌকা।,Politician,Male,0,Neutral
এখন আমরা কি করতে পারি,Actor,Female,1,Neutral
"আজীবনের জন্য আপনার নাটক দেখা বন্ধ করে দিলাম,আর যতো কিছুই করেন কোন লাভ নাই।নাস্তিক চিরদিন নাস্তিকই থাকে।",Actor,Female,0,Hate Speech
ফেরাউনের বাচ্ছা।,Actor,Female,0,Hate Speech
মেয়েটা ভালো না,Singer,Female,0,Neutral
কচি মাইয়া..,Singer,Female,0,Sexual Aggression
ছাফার পাছা লাল কেন,Actor,Female,0,Sexual Aggression
তোদের মত লোকদের কুত্তার মত মারা উচিত।,Social,Male,1,Harassment
রোজা থাকা হয়নি আফা?,Actor,Female,0,Neutral
বাধা দেবার কিছু নেই যার যা ইচ্ছা সেটাই বিশ্বাস করি তবে নাস্তিক নাস্তিকতাও করবে আবার মুসলিম নাম ধরে রাখবে এটা তো হতে দেওয়া যাবে না,Actor,Female,0,Hate Speech
নাস্তিই মাগি,Actor,Female,0,Sexual Aggression
মুসলিম কখনো এই ধরনের কথা বলতে পারে না।নাস্তিক,Actor,Female,1,Hate Speech
বাঙালি মুসলমানরা সাফা কবিরকে গালাগালি করে নিজেদের ধার্মিক প্রমান করতেছে।,Actor,Female,1,Neutral
হাত পা দেখি একই সাইজের ,Social,Female,0,Harassment
অসাধারণ আপু আপনার গানগুলো আমাকে খুব সুন্দর লাগে আমি আপনার ভক্ত,Singer,Female,2,Neutral
হ ভাই আমি কমেন্ট পরতেই আইচি,Social,Female,0,Neutral
এই পাগল গুলো দেশে কেন রাখে বাংলাদেশ সরকার,Actor,Female,0,Harassment
ও‌রে পা বে‌ধে ঝুলা‌য়ে মৃত্যু না হওয়া পর্যন্ত চাবুক দি‌য়ে পিটা‌তে হ‌বে,Social,Female,1,Harassment
নুসরাত আপু আপনি কথা বলার সময় যখন চুলটা নাড়া চাড়া করেন সেটা আমার থেকে খুব ভালো লাগে ,Actor,Female,0,Neutral
"ওহ,,,সেই,,",Actor,Female,0,Harassment
করোনাভাইরাস নাকি গুজব হালার পো কই কি,Social,Male,1,Neutral
এদেরকে চেনা বড় দায় কখন কোন ভ্যাস ধরে বোঝাই যায় না,Actor,Female,1,Harassment
চুমুক দাও এখন। ☺️,Actor,Female,1,Sexual Aggression
তুলনামূলক ভাবে অনেক সুন্দর হইছে ছবিটা। অন্য ছবি গুলি থেকে।,Actor,Female,0,Neutral
এসব ভাইরাল করার কি দরকার বুঝতেছি না...দুনিয়াতে যে যেমন কর্ম করবে তার ফল সে আখিরাতে পাবে।,Actor,Female,0,Hate Speech
